gene_name	ko
L90_gene_13929	K02968
MH0128_GL0083305	K02014
MH0128_GL0083305	K21573
V1.UC31-4_GL0022644	K02035
L115_gene_50278	K21573
MH0094_GL0027605	K00928
V1.UC23-0_GL0097457	K00286
T2D-102A_GL0001595	K00966
T2D-102A_GL0001595	K16881
T2D-102A_GL0001595	K21210
MH0094_GL0136330	K06113
O2.UC8-0_GL0080761	K03686
L61_gene_6199	K04564
NOM005_GL0087340	K02232
MH0245_GL0068567	K03455
RA06_contig:gene_id_56477	K03328
RA06_contig:gene_id_56477	K16695
SRA01_contig:gene_id_105858	K09759
SRA01_contig:gene_id_105858	K02434
V1.UC42-0_GL0030273	K07757
V1.UC42-0_GL0030273	K20861
MH0243_GL0091881	K00241
MH0266_GL0133299	K16692
MH0266_GL0133299	K16554
MH0374_GL0078912	K16212
HD-48:gene_id_375	K16363
H65_gene_5438	K21572
T2D-45A_GL0140590	K00556
T2D-45A_GL0140590	K03218
T2D-45A_GL0140590	K03437
158256496-stool1_GL0126949	K21572
L115_gene_75356	K07289
MH0416_GL0025337	K03091
MH0107_GL0081626	K02429
V1.UC25-0_GL0021611	K06178
MH0046_GL0033827	K10231
MH0046_GL0033827	K04844
S_P1_gene_360736	K02888
V1.FI16_GL0042285	K01929
MH0246_GL0038955	K03088
MH0071_GL0016851	K10439
O2.UC11-1_GL0007305	K03737
MH0224_GL0033294	K03296
O2.UC34-0_GL0076433	K07029
HD-43:gene_id_11825	K16327
HD-43:gene_id_11825	K06895
MH0238_GL0003902	K01991
O2.UC57-0_GL0001440	K01216
O2.UC57-0_GL0001440	K01186
O2.UC57-0_GL0001440	K12373
SZEY-64A_GL0010346	K01935
L108_gene_19667	K09809
L104_gene_56391	K00705
L104_gene_56391	K01200
L104_gene_56391	K01196
MH0321_GL0068245	K07568
SRA00_contig:gene_id_13001	K05601
MH0319_GL0084907	K14392
MH0319_GL0084907	K11928
V1.UC58-0_GL0111556	K00341
MH0094_GL0070889	K00812
MH0094_GL0070889	K00841
MH0094_GL0070889	K05825
MH0094_GL0070889	K02028
MH0094_GL0070889	K14261
MH0387_GL0080910	K16692
L114_gene_24961	K00677
L20_gene_15360	K03771
MH0246_GL0087157	K16089
MH0246_GL0087157	K02014
O2.UC30-0_GL0117924	K04069
L20_gene_29942	K00765
MH0321_GL0102589	K00059
H_P1_gene_323511	K01443
V1.FI05_GL0040167	K09681
O2.UC30-0_GL0119260	K02614
MH0246_GL0133068	K00177
S_P1_gene_244611	K03544
MH0001_GL0021437	K21573
MH0238_GL0012221	K07713
Unknow_GL0120811	K01934
T2D-45A_GL0008772	K02874
RA01_contig:gene_id_217133	K09125
MH0094_GL0018750	K07114
H91_gene_27121	K01338
MH0321_GL0042524	K11921
MH0321_GL0042524	K19338
L104_gene_127803	K17249
L104_gene_127803	K00712
L104_gene_127803	K16701
MH0161_GL0140521	K03696
N085A_GL0015312	K03088
V1.FI16_GL0081269	K03703
MH0238_GL0075632	K04079
O2.UC24-2_GL0040926	K00845
765701615-stool1_GL0216360	K00568
765701615-stool1_GL0216360	K02169
765701615-stool1_GL0216360	K00574
765701615-stool1_GL0216360	K05929
H91_gene_2032	K00625
MH0246_GL0063834	K12340
MH0055_GL0058037	K03543
MH0055_GL0059719	K03771
Unknow_GL0053880	K13598
Unknow_GL0053880	K10125
MH0366_GL0083404	K01187
HD-26:gene_id_23700	K21557
MH0287_GL0126469	K03364
MH0287_GL0126469	K11293
MH0287_GL0126469	K17286
T2D-45A_GL0091875	K04516
MH0238_GL0048244	K21572
NOM022_GL0029434	K00560
MH0224_GL0123636	K01591
MH0056_GL0012423	K00558
L19_gene_20418	K01791
MH0055_GL0033501	K01785
V1.UC63-0_GL0044603	K09765
L103_gene_88239	K01992
H24_gene_67844	K03286
AS133:gene_id_24192	K02054
MH0321_GL0086277	K01776
V1.UC55-4_GL0036451	K06883
V1.UC55-4_GL0036451	K13730
V1.UC55-4_GL0036451	K12132
T2D-45A_GL0096259	K03657
Unknow_GL0020807	K00335
L105_gene_57577	K19002
L105_gene_57577	K12995
L105_gene_57577	K13668
L105_gene_57577	K19422
MH0013_GL0039463	K01184
MH0094_GL0051124	K01338
DOM012_GL0044635	K00817
MH0377_GL0136362	K00830
MH0377_GL0136362	K00436
MH0377_GL0136362	K18608
H_P1_gene_23071	K07588
MH0238_GL0155791	K07098
MH0010_GL0044522	K01209
159207311-stool2_GL0010841	K01465
V1.UC33-0_GL0014778	K03628
160319967-stool1_GL0101530	K00648
MH0152_GL0076431	K03624
MH0010_GL0003122	K15923
MH0010_GL0003122	K05970
O2.UC35-2_GL0094729	K01990
O2.UC35-2_GL0094729	K09691
MH0077_GL0024452	K00014
NLF006_GL0035762	K02503
MH0010_GL0007078	K04096
MH0319_GL0114921	K02005
RA05_contig:gene_id_125919	K10678
RA05_contig:gene_id_125919	K19285
RA05_contig:gene_id_125919	K19286
AS34:gene_id_37523	K01784
AS34:gene_id_37523	K15789
MH0091_GL0106993	K01006
O2.UC47-1_GL0210149	K01814
O2.CD1-0-PT_GL0055669	K00656
L7_gene_21453	K15923
159551223-stool1_GL0127410	K01880
O2.UC24-1_GL0130880	K03453
MH0238_GL0102736	K02519
MH0238_GL0014398	K08676
V1.FI36_GL0125054	K03340
MH0238_GL0063823	K01915
AS26:gene_id_17107	K01776
MH0238_GL0100034	K14652
L68_gene_85539	K01537
NLM009_GL0020653	K01662
L80_gene_48071	K03168
V1.CD17-0_GL0071910	K01069
MH0238_GL0115037	K21573
MH0094_GL0049503	K12340
AS127:gene_id_11694	K03587
MH0429_GL0057047	K13012
MH0429_GL0057047	K03606
SRA00_contig:gene_id_115901	K08301
MH0161_GL0158014	K02078
MH0375_GL0054991	K01880
V1.UC25-0_GL0052209	K02945
V1.UC60-0_GL0152863	K01759
V1.UC4-0_GL0121710	K03702
MH0055_GL0035613	K01662
MH0394_GL0127169	K06393
V1.UC47-4_GL0033830	K01923
763496533-stool2_GL0173312	K12132
763496533-stool2_GL0173312	K08884
763496533-stool2_GL0173312	K01921
MH0094_GL0029672	K21572
O2.UC3-1_GL0011904	K21573
MH0185_GL0048358	K16698
MH0127_GL0003304	K09809
MH0127_GL0003304	K19427
MH0127_GL0003304	K00745
MH0127_GL0003304	K19425
MH0311_GL0076628	K05349
MH0088_GL0080474	K10559
MH0108_GL0104374	K03525
H_P2_gene_556185	K00759
V1.CD53-0_GL0001388	K00067
MH0192_GL0086934	K03696
MH0328_GL0057986	K01190
AS34:gene_id_37443	K03424
V1.UC26-0_GL0128496	K02837
MH0337_GL0124607	K02469
MH0238_GL0113088	K03453
V1.FI15_GL0071318	K03310
MH0238_GL0023407	K09955
DOF008_GL0027034	K07258
MH0330_GL0054803	K03976
T2D-29A_GL0051049	K21572
S_P2_gene_368972	K07502
MH0357_GL0165112	K01273
MH0441_GL0046734	K04075
V1.CD6-4_GL0055244	K13821
MH0426_GL0100811	K00876
MH0124_GL0102179	K00590
MH0124_GL0102179	K00571
MH0055_GL0073902	K18139
V1.CD18-0_GL0072706	K03768
V1.CD18-0_GL0072706	K01802
MH0224_GL0131871	K02933
MH0055_GL0056124	K01992
MH0238_GL0124596	K15532
159571453-stool1_GL0084734	K00986
H65_gene_71978	K09888
MH0321_GL0108674	K01079
MH0246_GL0045122	K00800
MH0138_GL0022591	K10536
AS37:gene_id_9899	K05776
L30_gene_7663	K07407
T2D-45A_GL0019394	K21449
MH0238_GL0113949	K06894
L81_gene_2687	K09157
SRA01_contig:gene_id_8559	K01358
T2D-45A_GL0143507	K03582
NOM005_GL0013260	K20974
NOM005_GL0013260	K07679
NOM005_GL0013260	K20971
NOM005_GL0013260	K13924
N085A_GL0008553	K01190
763536994-stool1_GL0106542	K00588
763536994-stool1_GL0106542	K21189
L106_gene_74704	K02190
MH0030_GL0014490	K01277
AS40:gene_id_66137	K03088
T2D-45A_GL0062025	K21571
L123_gene_41852	K21572
V1.UC40-0_GL0130171	K07704
MH0402_GL0137740	K03453
H91_gene_31831	K01625
MH0055_GL0058009	K03308
MH0238_GL0186653	K00606
HD-23:gene_id_6468	K03979
HD-23:gene_id_6468	K00013
V1.UC4-5_GL0116868	K03496
MH0131_GL0107389	K00297
AS127:gene_id_886	K07085
MH0131_GL0011526	K19430
HD-60:gene_id_67751	K07154
H_P2_gene_180148	K03309
H_P2_gene_180148	K06956
O2.UC22-0_GL0021351	K03091
MH0001_GL0002660	K00208
MH0188_GL0043032	K06180
MH0071_GL0063737	K13566
SRA02_contig:gene_id_81106	K01924
S_P2_gene_340125	K01734
MH0238_GL0061104	K21573
AS34:gene_id_26674	K01424
MH0094_GL0135725	K21573
MH0094_GL0135725	K02014
MH0094_GL0135725	K16092
MH0130_GL0022312	K20883
MH0130_GL0022312	K21367
MH0130_GL0022312	K00718
O2.UC51-0_GL0067820	K03474
MH0055_GL0053671	K04794
AS37:gene_id_20229	K10834
AS37:gene_id_20229	K10826
AS37:gene_id_20229	K10829
AS37:gene_id_20229	K06158
H91_gene_65400	K02478
H91_gene_65400	K08082
O2.UC36-2_GL0035750	K03310
MH0192_GL0131330	K01736
MH0013_GL0028063	K21573
158924089-stool1_GL0022110	K01791
MH0238_GL0044102	K01918
MH0187_GL0106698	K04079
MH0227_GL0067403	K21024
MH0227_GL0067403	K02030
MH0227_GL0067403	K21023
MH0227_GL0067403	K03320
O2.UC30-2_GL0130113	K09761
MH0128_GL0081756	K00441
MH0055_GL0074526	K20866
MH0055_GL0074526	K21063
MH0246_GL0018400	K02224
MH0427_GL0031719	K02429
H80_gene_3598	K00059
H80_gene_3598	K03331
H80_gene_3598	K00046
H80_gene_3598	K00076
H80_gene_3598	K18009
MH0188_GL0100561	K01687
S_P2_gene_365215	K19701
HD-52:gene_id_39189	K01303
HD-52:gene_id_39189	K01278
L55_gene_139646	K21572
RA08_contig:gene_id_149906	K01876
V1.UC35-0_GL0123878	K06398
H_P2_gene_286709	K13921
V1.UC13-0_GL0006792	K10120
V1.UC13-0_GL0006792	K02027
MH0321_GL0049611	K05785
O2.UC8-0_GL0109193	K00262
MH0055_GL0074173	K09808
V1.UC49-0_GL0043607	K02614
O2.UC30-2_GL0101357	K02004
AS134:gene_id_10691	K21573
MH0094_GL0022587	K01190
MH0094_GL0116508	K16089
HD-43:gene_id_6842	K19304
RA05_contig:gene_id_38116	K01130
RA05_contig:gene_id_38116	K01138
RA05_contig:gene_id_38116	K01134
RA05_contig:gene_id_38116	K01135
MH0013_GL0014626	K13770
MH0013_GL0014626	K09017
AS122:gene_id_13630	K01768
AS122:gene_id_13630	K10439
AS122:gene_id_13630	K19694
AS122:gene_id_13630	K20971
MH0094_GL0070888	K07735
MH0094_GL0071434	K11527
MH0094_GL0071434	K13924
MH0094_GL0071434	K02030
MH0094_GL0071434	K07647
MH0094_GL0071434	K07678
O2.UC11-1_GL0030538	K06142
MH0238_GL0054581	K06990
MH0238_GL0054581	K09141
Unknow_GL0043793	K06871
O2.UC16-0_GL0018204	K01303
O2.UC16-0_GL0018204	K12854
O2.UC16-0_GL0018204	K01278
O2.UC16-0_GL0018204	K01322
MH0426_GL0022887	K03711
159571453-stool2_GL0021838	K13652
V1.UC26-4_GL0027485	K03701
MH0161_GL0112062	K00053
MH0238_GL0188762	K03092
MH0055_GL0056112	K00548
H_P2_gene_172014	K07258
MH0055_GL0007760	K03629
T2D-45A_GL0088298	K01924
MH0109_GL0002654	K00639
MH0400_GL0024053	K07407
RA06_contig:gene_id_105369	K06346
MH0037_GL0020765	K21573
MH0373_GL0079192	K07029
MH0457_GL0104337	K01955
MH0457_GL0104337	K14755
MH0457_GL0104337	K01738
MH0457_GL0104337	K01755
MH0055_GL0043203	K01069
MH0055_GL0043203	K17725
MH0055_GL0043203	K00153
DLM027_GL0003370	K03570
O2.UC57-2_GL0010972	K00349
SRA01_contig:gene_id_14061	K02448
MH0227_GL0004618	K02551
MH0227_GL0004618	K00075
MH0078_GL0007221	K00764
MH0238_GL0170257	K21573
MH0211_GL0055395	K00721
MH0211_GL0055395	K10012
MH0375_GL0026800	K05606
L63_gene_42380	K03307
MH0238_GL0036828	K21572
AS133:gene_id_19387	K03327
AS134:gene_id_12469	K05515
MH0050_GL0074182	K15921
Unknow_GL0149279	K13280
MH0055_GL0013022	K02551
MH0438_GL0072345	K02171
MH0094_GL0049757	K05349
L78_gene_4038	K01768
L78_gene_4038	K19694
L78_gene_4038	K20971
MH0010_GL0031007	K07102
MH0010_GL0031007	K06958
DOF008_GL0012306	K02124
H_P1_gene_49495	K00784
H_P1_gene_49495	K06167
H_P1_gene_49495	K12574
SZEY-06A_GL0077915	K02224
L70_gene_60224	K06196
L70_gene_60224	K17609
L70_gene_60224	K02199
L70_gene_60224	K03671
MH0271_GL0144233	K03498
764508039-stool1_GL0017254	K03924
V1.UC5-3_GL0161687	K01235
L104_gene_54027	K21573
MH0428_GL0078241	K02895
MH0055_GL0058011	K01077
SZEY-20A_GL0024831	K21571
MH0138_GL0038349	K00946
HD-23:gene_id_11351	K21572
L115_gene_9436	K02622
MH0094_GL0054702	K03385
MH0131_GL0093960	K04072
T2D-45A_GL0079500	K07386
MH0238_GL0003307	K01784
O2.UC54-2_GL0045088	K07114
T2D-150A_GL0048322	K01992
H21_gene_19317	K03547
V1.UC38-0_GL0021565	K18672
O2.UC48-0_GL0107671	K07322
O2.UC48-0_GL0107671	K02479
O2.UC48-0_GL0107671	K07684
O2.UC48-0_GL0107671	K07696
O2.UC48-0_GL0107671	K11618
MH0094_GL0122138	K01206
MH0355_GL0227082	K06201
AS22:gene_id_27159	K21572
MH0055_GL0041528	K01448
MH0055_GL0056126	K01278
MH0094_GL0055466	K14310
MH0094_GL0055466	K13735
MH0094_GL0055466	K08884
MH0094_GL0055466	K13730
MH0094_GL0055466	K02599
MH0071_GL0025597	K00602
MH0071_GL0025597	K01492
MH0018_GL0019937	K19294
O2.UC16-0_GL0001596	K01939
MH0375_GL0016917	K02342
L35_gene_21898	K02314
L103_gene_108069	K03624
T2D-178A_GL0014004	K15125
T2D-178A_GL0014004	K01167
V1.FI11_GL0147225	K02967
MH0188_GL0152899	K03281
V1.UC26-4_GL0109762	K21572
MH0246_GL0133039	K16701
MH0246_GL0133039	K17249
MH0246_GL0133039	K00712
SRA03_contig:gene_id_548366	K01872
MH0041_GL0029948	K01873
H67_gene_57314	K03088
MH0055_GL0004766	K05349
AS127:gene_id_5172	K03076
MH0188_GL0107025	K06381
RA08_contig:gene_id_91059	K00537
H65_gene_76928	K02617
HD-60:gene_id_47917	K02335
T2D-112A_GL0037610	K07154
L32_gene_58116	K01813
MH0010_GL0024533	K01442
MH0010_GL0024533	K01056
MH0147_GL0066982	K02519
MH0055_GL0029195	K01628
MH0406_GL0018378	K00014
MH0238_GL0049558	K07085
MH0192_GL0064561	K01156
SRA01_contig:gene_id_998	K01754
AS34:gene_id_30835	K18954
AS34:gene_id_30835	K00941
MH0224_GL0084985	K02429
MH0055_GL0039584	K03628
SRA03_contig:gene_id_75692	K08234
H36_gene_40290	K15923
SZEY-24A_GL0018200	K01303
MH0418_GL0118000	K03043
AS104:gene_id_19628	K01893
S_P1_gene_512113	K11145
O2.UC35-0_GL0152769	K07495
MH0387_GL0067387	K03655
MH0055_GL0058013	K03816
T2D-203A_GL0081373	K18429
T2D-203A_GL0081373	K01791
MH0121_GL0064633	K03088
MH0238_GL0007996	K00954
H_P1_gene_152813	K05916
MH0406_GL0148068	K18908
H_P2_gene_186600	K11928
HD-62:gene_id_27728	K07484
L70_gene_46656	K08988
H93_gene_66640	K14640
H93_gene_66640	K03363
H93_gene_66640	K21594
H93_gene_66640	K02234
MH0224_GL0139699	K02856
H_P2_gene_142803	K08303
O2.UC17-1_GL0024188	K00656
MH0148_GL0170097	K02574
MH0010_GL0018400	K06020
MH0010_GL0018400	K06158
MH0010_GL0018400	K15738
L105_gene_43531	K17248
L105_gene_43531	K17249
L105_gene_43531	K09809
L105_gene_43531	K19002
L105_gene_43531	K02840
823052294-stool1_GL0063795	K03545
H91_gene_27171	K03150
H95_gene_5594	K00390
MH0224_GL0081587	K19334
MH0055_GL0045165	K07315
T2D-78A_GL0011499	K03568
T2D-45A_GL0097842	K02481
T2D-45A_GL0097842	K13599
T2D-45A_GL0097842	K07714
T2D-45A_GL0097842	K02584
T2D-45A_GL0097842	K07712
T2D-45A_GL0097842	K07713
MH0004_GL0022875	K02014
MH0004_GL0022875	K21573
MH0428_GL0000824	K03733
V1.UC39-0_GL0029117	K06180
MH0224_GL0185886	K03631
AS136:gene_id_15411	K21573
159733294-stool1_GL0038201	K20974
159733294-stool1_GL0038201	K07679
159733294-stool1_GL0038201	K02030
159733294-stool1_GL0038201	K10715
159733294-stool1_GL0038201	K03320
MH0399_GL0219915	K04069
MH0010_GL0004934	K09955
MH0055_GL0052082	K04477
N075A_GL0053903	K01130
SRA00_contig:gene_id_212320	K03773
SRA00_contig:gene_id_212320	K01802
L103_gene_111952	K03973
T2D-11A_GL0049430	K01572
MH0238_GL0159228	K02346
DLM027_GL0054050	K13038
RA06_contig:gene_id_119236	K07139
T2D-45A_GL0015963	K08218
MH0094_GL0092400	K01443
T2D-45A_GL0027253	K01945
AS37:gene_id_29813	K08325
MH0131_GL0027717	K13283
MH0355_GL0147572	K02892
MH0055_GL0059721	K03654
MH0357_GL0016146	K03640
MH0357_GL0016146	K03286
MH0094_GL0008289	K01897
MH0264_GL0084538	K00609
V1.UC26-4_GL0046756	K01844
MH0389_GL0063811	K00764
MH0389_GL0063811	K02242
V1.UC38-0_GL0034625	K13694
V1.UC38-0_GL0034625	K13695
MH0005_GL0007614	K01775
L70_gene_24266	K19692
L70_gene_24266	K19691
L70_gene_24266	K11527
L70_gene_24266	K20974
L70_gene_24266	K13924
L70_gene_24266	K20971
MH0340_GL0125484	K00745
MH0340_GL0125484	K19427
MH0340_GL0125484	K19425
159207311-stool2_GL0029229	K03088
AS34:gene_id_42796	K07452
T2D-45A_GL0013541	K05540
MH0427_GL0037957	K21573
MH0183_GL0079211	K02551
MH0183_GL0079211	K00075
MH0055_GL0041530	K07282
H_P2_gene_374156	K02687
MH0447_GL0184470	K01190
RA00_contig:gene_id_134525	K03286
MH0238_GL0132688	K00013
T2D-173A_GL0011770	K00705
MH0094_GL0061791	K00721
MH0094_GL0061791	K00729
MH0094_GL0061791	K20534
MH0094_GL0061791	K21304
MH0094_GL0061791	K07027
V1.FI16_GL0199173	K02316
MH0055_GL0028553	K01972
AS62:gene_id_36754	K21572
T2D-52A_GL0057154	K03630
H_P1_gene_160573	K06147
159571453-stool1_GL0034772	K03320
159571453-stool1_GL0034772	K13924
159571453-stool1_GL0034772	K07678
159571453-stool1_GL0034772	K11527
159571453-stool1_GL0034772	K07647
159571453-stool1_GL0034772	K20974
MH0224_GL0016413	K21556
MH0428_GL0020879	K00605
MH0428_GL0020879	K00282
MH0238_GL0038190	K21573
MH0055_GL0034902	K01912
159227541-stool2_GL0056968	K01262
SRA02_contig:gene_id_10592	K04084
SRA02_contig:gene_id_10592	K03671
NOM016_GL0039040	K19334
T2D-45A_GL0130650	K12340
T2D-45A_GL0130650	K12538
NOM005_GL0044541	K10119
HD-33:gene_id_19062	K08223
L108_gene_35533	K07469
MH0238_GL0148222	K02232
MH0059_GL0037421	K01077
L38_gene_15980	K21572
O2.UC35-1_GL0148326	K00975
MH0094_GL0084212	K06889
MH0094_GL0084212	K06196
MH0094_GL0084212	K02199
MH0161_GL0064410	K03650
T2D-45A_GL0075426	K03771
AS121:gene_id_23145	K07085
MH0355_GL0075475	K01915
MH0404_GL0079093	K21573
RA06_contig:gene_id_38478	K07137
AS37:gene_id_9321	K02879
BGI-33A_GL0011394	K02824
HD-32:gene_id_34865	K13683
MH0097_GL0028059	K18206
SRA03_contig:gene_id_87893	K21572
MH0211_GL0053288	K03671
MH0211_GL0053288	K06888
H36_gene_27749	K05946
V1.UC63-0_GL0226331	K15532
H111_gene_49055	K00441
O2.UC30-0_GL0032563	K01811
V1.FI08_GL0082263	K01284
L18_gene_68223	K02429
O2.UC36-1_GL0048196	K05349
MH0252_GL0222600	K02003
H22_gene_70871	K00788
O2.UC8-0_GL0160627	K02014
V1.FI36_GL0108994	K01153
RA03_contig:gene_id_91463	K15921
RA03_contig:gene_id_91463	K01209
RA03_contig:gene_id_91463	K01198
MH0094_GL0058333	K01187
MH0131_GL0037089	K01744
L115_gene_24538	K06076
MH0224_GL0052356	K07657
MH0224_GL0052356	K07658
MH0224_GL0052356	K07668
MH0224_GL0052356	K07775
MH0238_GL0133663	K01992
V1.CD25-4_GL0009525	K21573
MH0238_GL0169276	K01195
MH0238_GL0169276	K03327
MH0283_GL0047000	K17677
MH0283_GL0047000	K19789
O2.UC46-1_GL0171340	K03685
O2.UC8-0_GL0005119	K01710
MH0055_GL0035622	K00957
H91_gene_2039	K21573
MH0013_GL0018505	K12994
MH0055_GL0040044	K07154
V1.CD34-0_GL0029425	K06969
MH0055_GL0004704	K12373
MH0055_GL0004704	K17108
MH0055_GL0004704	K01206
MH0055_GL0010406	K03310
159611913-stool2_GL0092047	K00941
MH0321_GL0063534	K00929
MH0055_GL0057533	K01206
MH0402_GL0000289	K03624
RA02_contig:gene_id_7550	K01790
MH0355_GL0126977	K10742
MH0071_GL0019782	K16702
MH0071_GL0019782	K19423
SRA01_contig:gene_id_13718	K01992
MH0130_GL0071173	K07091
L106_gene_3810	K00134
L35_gene_30577	K13007
L35_gene_30577	K02851
O2.UC4-1_GL0004275	K18422
O2.UC4-1_GL0004275	K13983
O2.UC36-0_GL0071718	K19509
MH0131_GL0142784	K01835
V1.FI04_GL0145082	K07042
MH0046_GL0039914	K00174
MH0266_GL0088208	K00012
MH0400_GL0086612	K01176
T2D-107A_GL0037934	K01999
MH0238_GL0060263	K00625
O2.UC36-0_GL0151883	K02004
T2D-45A_GL0044477	K12573
MH0108_GL0103845	K01818
MH0097_GL0083421	K07720
MH0094_GL0105768	K00566
MH0142_GL0025024	K03654
MH0128_GL0078397	K01955
AS34:gene_id_49373	K04763
MH0071_GL0006647	K01710
SZEY-44A_GL0010302	K04763
SZEY-44A_GL0010302	K03733
MH0131_GL0137003	K02013
S_P2_gene_147928	K19334
S_P2_gene_147928	K12112
MH0063_GL0038380	K11751
MH0063_GL0038380	K01081
MH0196_GL0026068	K19955
MH0448_GL0010780	K06889
AS122:gene_id_11659	K07452
H39_gene_75145	K15921
MH0055_GL0053344	K16089
158337416-stool2_GL0164453	K01546
O2.UC14-2_GL0079489	K13566
DLF013_GL0005464	K01990
MH0224_GL0186306	K03625
L35_gene_5069	K03106
O2.UC37-0_GL0097648	K02018
MH0131_GL0107384	K08591
MH0354_GL0052916	K02028
MH0094_GL0020131	K21449
MH0161_GL0026799	K01480
MH0238_GL0188380	K01537
H31_gene_24215	K00046
MH0012_GL0014017	K01937
MH0192_GL0166107	K06153
MH0448_GL0161883	K06950
H_P2_gene_4798	K02796
O2.UC51-0_GL0084226	K05601
MH0429_GL0072528	K03701
L96_gene_44075	K12942
AS26:gene_id_22579	K03427
MH0152_GL0041067	K12373
L12_gene_37299	K08191
L12_gene_37299	K08194
L12_gene_37299	K03535
O2.UC1-0_GL0019048	K07001
MH0238_GL0015159	K15532
159632143-stool1_GL0006805	K00254
MH0157_GL0110787	K03305
L19_gene_326	K19997
L19_gene_326	K01710
DLF010_GL0011412	K00243
L68_gene_60255	K18954
L20_gene_16687	K12983
L20_gene_16687	K16555
L20_gene_16687	K09809
L20_gene_16687	K20444
L20_gene_16687	K12987
L20_gene_16687	K11936
L20_gene_16687	K19425
L20_gene_16687	K19354
L20_gene_16687	K19427
L20_gene_16687	K07011
159632143-stool1_GL0081861	K06915
T2D-45A_GL0075901	K02341
MH0001_GL0016584	K18682
SRA02_contig:gene_id_94314	K13940
MH0357_GL0008831	K00790
MH0109_GL0032226	K19172
MH0109_GL0032226	K19175
O2.UC48-0_GL0242066	K05919
MH0055_GL0029553	K06139
T2D-45A_GL0079008	K01619
MH0109_GL0050756	K02478
MH0109_GL0050756	K08082
MH0109_GL0050756	K07704
MH0094_GL0008291	K18940
MH0094_GL0008291	K07644
MH0094_GL0008291	K02484
MH0094_GL0008291	K07645
MH0238_GL0005285	K06131
L104_gene_134924	K07263
MH0108_GL0018183	K07720
MH0108_GL0018183	K07658
MH0108_GL0018183	K07814
MH0108_GL0018183	K07657
MH0238_GL0111174	K01714
MH0094_GL0056746	K15255
AS15:gene_id_69393	K03088
MH0055_GL0034918	K01890
MH0398_GL0151716	K01190
N079A_GL0110303	K01870
V1.CD28-0_GL0023216	K07095
L7_gene_1574	K03046
T2D-19A_GL0057884	K13010
T2D-19A_GL0057884	K07806
MH0167_GL0070921	K20151
MH0167_GL0070921	K06013
AS34:gene_id_27853	K03430
MH0055_GL0023489	K04720
AS133:gene_id_26118	K07149
AS133:gene_id_26118	K00945
MH0055_GL0007680	K00634
MH0055_GL0007680	K01895
MH0055_GL0007680	K14056
V1.CD40-0_GL0035179	K02598
H_P2_gene_593030	K21573
MH0094_GL0122137	K01138
MH0238_GL0193900	K00210
MH0238_GL0193900	K04517
MH0238_GL0193900	K14187
MH0238_GL0193900	K14170
MH0246_GL0068612	K04043
159227541-stool3_GL0008958	K19793
MH0224_GL0058341	K03088
765701615-stool1_GL0037109	K04084
765701615-stool1_GL0037109	K03671
765701615-stool1_GL0037109	K09584
MH0211_GL0126080	K21573
S_P2_gene_588968	K00981
T2D-45A_GL0028872	K03770
MH0131_GL0103803	K00053
MH0238_GL0164846	K01079
V1.FI20_GL0231594	K01491
MH0245_GL0113506	K00001
MH0245_GL0113506	K08322
MH0055_GL0026324	K06871
O2.UC8-0_GL0155454	K12994
T2D-109A_GL0155756	K03328
T2D-109A_GL0155756	K16694
O2.UC3-0_GL0099636	K02952
765560005-stool1_GL0002746	K00757
L123_gene_3919	K16149
L123_gene_3919	K16150
L123_gene_3919	K02844
L123_gene_3919	K15521
L123_gene_3919	K16148
L123_gene_3919	K06338
L123_gene_3919	K19002
L123_gene_3919	K08256
L123_gene_3919	K06119
MH0130_GL0071019	K07231
MH0321_GL0097576	K03088
MH0238_GL0111304	K00554
MH0055_GL0001068	K07720
MH0055_GL0001068	K07506
MH0055_GL0001068	K18954
L63_gene_27431	K03655
